;text;truthRating
9457;Thomas Jefferson wrote that 'the strongest reason for the people to retain the right to keep and bear arms' is to 'protect themselves against tyranny in government.';0
1730;Oil giant Baker Hughes donated $100,000 to the Susan G. Komen Foundation and now plans to distribute 1000 pink drill bits.;1
3428;'Our tax code has nearly doubled since 1985.';1
7863;'To vote in Mexico every eligible Mexican citizen has to have a tamper-proof photo-ID card with a thumbprint and an embossed hologram.';1
3718;An enterprising college student solicited one-cent donations to finance his education.;1
4547;People have died laughing.;1
3126;Submarine commander issues archly humorous letter when his requisition for toilet paper is cancelled.;1
7519;The List of Military Endorsements for Mitt Romney;1
2826;An open microphone caught President Obama muttering caustic comments about the 4th of July holiday.;0
6419;Instructors at a Virginia middle school did not allow a transgender student to take shelter during a drill simulating how to hide from a school shooter.;1
1098;Farmer expresses dissatisfaction with crop prices by carving a message in his grain field.;1
6440;'Tina (Smith) profited from the opioid crisis.' ​;0
8569;"Lack of Food Taster Prevented President From Eating With
Republicans";1
889;The GOP’s Obamacare replacement would reduce subsidies that help lower-income people buy health insurance, but also 'expand the entitlement' by giving subsidies to higher-income people 'that Obamacare never helped.';1
3329;'The unemployment rate for Wisconsin workers has reached historic lows. It’s never been this low before, ever, ever, ever.';1
752;A meme image shows starving citizens in Venezuela eating garbage.;0
4323;'He reformed welfare before others tried.';0
2999;Powerade commercial shows footage of basketball star Lebron James sinking a series of extraordinarily long shots.;0
1962;'Seventy-seven of the top 300 cities with the highest poverty rate' nationwide are in California.;0
4402;A 1993 instance of product tampering resulted in syringes being found in cans of Pepsi.;0
1030;About 106,000 soldiers had 'a prescription of three weeks or more' for pain, depression or anxiety medication.;1
5859;'When we moved into the White House, we had the lowest net worth of any family since Harry Truman.';1
155;Minnesota bill proposing creation of poet laureate position is written in rhyming verse.;1
6823;'TSA WILL ACCEPT DRIVERS PRIV CARDS FOR ID AT THE AIRPORT';1
622;A list reproduces Saul Alinsky's rules for 'How to Create a Social State.';0
918;Hyland's Teething Tablets have been discontinued for causing 'adverse events' in children.;1
2493;'If you take into account all the people who are struggling for work, or have just stopped looking, the real unemployment rate is over 15 percent.';1
8464;In 2009, Democratic Wisconsin state senators 'rammed through a billion-dollar tax hike in 24 hours with no public input.';1
3988;'As district attorney, Susan Happ took $180,000' in a 'shady' land deal 'from a man charged with multiple felony counts of sexual assault before she offered him a deferred prosecution.';0
911;'Sliders' steal women's purses from cars while their owners are busy pumping gas.;1
